Enterprise_ID,Region,Enterprise_Size,Revenue,Expenses,Loan_Amount,Debt_to_Equity,Avg_Temperature,Rainfall,Drought_Index,Flood_Risk_Score,Commodity_Price_Index,Input_Cost_Index,Policy_Support_Score,Quarter,Net_Profit,Financial_Risk_Level
ENT3779,North,Small,665.55,515.59,235.85,0.58,25.4,84.5,0.52,0.07,123.04,52.81,6,Q3,149.95999999999992,Medium
ENT3780,West,Large,526.49,348.87,257.25,0.14,23.9,126.4,0.13,0.56,91.34,48.15,7,Q2,177.62,Low
ENT3781,West,Large,532.35,422.09,240.08,1.74,20.8,60.8,0.59,0.52,88.46,58.7,6,Q4,110.26000000000005,High
ENT3782,East,Small,528.97,310.68,70.52,0.15,27.6,105.4,0.18,0.47,93.91,51.72,0,Q2,218.29000000000002,Low
ENT3783,West,Large,762.75,388.76,167.64,0.71,28.7,265.5,0.92,0.52,141.75,48.94,3,Q1,373.99,Medium
ENT3784,West,Large,433.06,244.21,115.58,0.25,21.7,235.7,0.89,0.74,110.53,39.12,3,Q2,188.85,Medium
ENT3785,South,Large,667.5,470.77,137.91,1.58,25.1,112.1,0.54,0.58,85.85,56.49,8,Q3,196.73000000000002,High
ENT3786,South,Medium,535.04,358.45,46.19,1.86,25.2,39.7,0.45,0.46,134.99,46.59,5,Q1,176.58999999999997,High
ENT3787,East,Small,259.92,379.12,94.73,1.17,25.2,126.0,0.1,0.08,102.65,59.82,5,Q2,-119.19999999999999,Medium
ENT3788,North,Large,376.27,406.92,257.29,0.37,25.7,231.5,0.82,0.97,83.23,32.42,4,Q4,-30.650000000000034,High
ENT3789,South,Small,408.95,203.33,269.27,1.16,27.4,13.1,0.38,0.24,90.23,44.87,4,Q3,205.61999999999998,High
ENT3790,North,Small,663.97,330.78,183.05,1.56,31.8,223.6,0.25,0.87,83.66,56.21,8,Q1,333.19000000000005,High
ENT3791,West,Small,684.09,413.52,149.48,1.46,26.7,204.0,1.0,0.38,97.4,49.92,1,Q2,270.57000000000005,High
ENT3792,South,Large,553.08,384.01,213.85,1.51,23.4,19.4,0.67,0.68,98.75,43.81,9,Q1,169.07000000000005,High
ENT3793,East,Large,421.58,617.73,182.66,0.63,25.9,190.7,0.07,0.45,103.99,61.46,4,Q1,-196.15000000000003,Medium
ENT3794,East,Small,363.35,525.87,295.1,0.24,20.7,89.6,0.8,0.35,89.34,59.6,0,Q2,-162.51999999999998,Medium
ENT3795,East,Medium,670.64,413.96,57.03,0.38,21.5,53.2,0.75,0.61,112.35,42.35,4,Q3,256.68,Medium
ENT3796,South,Small,307.32,297.75,134.71,1.92,28.2,115.5,0.4,0.54,132.09,48.5,3,Q2,9.569999999999993,High
ENT3797,North,Medium,484.42,350.51,275.47,1.27,10.4,61.6,0.12,0.23,88.28,40.35,3,Q4,133.91000000000003,High
ENT3798,West,Small,854.67,465.81,274.42,1.48,24.9,247.4,0.5,0.34,125.93,47.53,3,Q4,388.85999999999996,High
ENT3799,North,Small,422.03,407.66,148.6,1.81,30.6,222.6,0.76,0.03,104.08,47.95,2,Q3,14.369999999999948,High
ENT3800,North,Small,309.25,527.61,40.44,1.72,28.0,294.2,0.08,0.19,96.98,45.54,5,Q1,-218.36,Medium
ENT3801,West,Large,235.18,406.87,244.49,0.51,30.3,160.2,0.16,0.34,114.84,57.08,2,Q3,-171.69,Medium
ENT3802,West,Medium,860.6,411.58,175.55,0.21,27.7,26.8,0.62,0.97,110.02,57.32,5,Q3,449.02000000000004,Medium
ENT3803,South,Medium,552.29,562.42,231.95,1.86,36.0,110.3,0.56,0.53,112.94,61.63,5,Q1,-10.129999999999995,High
ENT3804,South,Small,369.64,290.34,138.76,1.97,19.8,251.6,0.91,0.7,86.22,53.85,10,Q2,79.30000000000001,High
ENT3805,South,Large,471.63,573.39,61.17,1.18,26.6,119.1,0.81,0.67,80.02,33.66,9,Q1,-101.75999999999999,High
ENT3806,South,Large,400.56,476.96,7.2,1.79,29.6,136.7,0.92,0.98,57.84,50.05,1,Q3,-76.39999999999998,High
ENT3807,South,Medium,220.47,723.55,167.74,0.54,23.9,123.6,0.47,0.56,108.22,57.72,8,Q4,-503.0799999999999,Medium
ENT3808,West,Large,618.22,329.86,48.31,0.31,31.9,70.6,0.79,0.59,81.88,51.28,9,Q2,288.36,Medium
ENT3809,North,Medium,505.07,562.94,56.14,1.05,29.0,22.0,0.05,0.3,88.56,58.46,7,Q2,-57.87000000000006,Medium
ENT3810,South,Medium,605.75,413.39,130.89,1.64,18.5,54.2,0.29,0.63,98.05,61.1,6,Q1,192.36,High
ENT3811,South,Medium,500.98,381.44,132.62,1.34,27.8,109.2,0.64,0.76,75.41,35.69,8,Q1,119.54000000000002,High
ENT3812,North,Large,519.69,430.49,82.32,1.31,29.0,73.6,0.76,0.1,128.98,56.72,7,Q3,89.20000000000005,Medium
ENT3813,South,Medium,164.78,412.52,39.58,0.13,34.2,171.8,0.57,0.48,94.5,53.96,8,Q2,-247.73999999999998,Low
ENT3814,North,Medium,636.18,322.11,283.49,0.7,25.1,184.2,0.48,0.42,110.99,66.51,7,Q2,314.06999999999994,Medium
ENT3815,North,Small,336.75,386.84,39.49,1.89,28.8,171.0,0.23,0.11,117.73,43.99,2,Q1,-50.089999999999975,High
ENT3816,West,Medium,375.19,430.71,105.23,0.36,27.3,25.5,0.17,0.34,64.22,61.73,9,Q1,-55.51999999999998,Low
ENT3817,East,Medium,420.82,357.48,91.46,1.48,23.2,200.1,0.88,0.54,92.92,49.16,0,Q4,63.339999999999975,High
ENT3818,West,Small,191.2,454.04,259.9,1.54,24.3,115.4,0.14,0.65,116.97,52.05,10,Q3,-262.84000000000003,High
ENT3819,East,Small,412.62,370.42,123.02,1.49,15.0,263.4,0.44,0.29,80.2,50.28,5,Q4,42.19999999999999,High
ENT3820,East,Large,402.17,445.83,37.21,1.98,23.6,157.7,0.89,0.48,106.54,67.23,2,Q3,-43.65999999999997,High
ENT3821,East,Medium,443.32,433.77,3.08,0.88,33.9,25.4,0.15,0.73,82.37,41.05,2,Q4,9.550000000000011,Medium
ENT3822,South,Large,244.82,445.13,216.58,1.4,25.1,2.8,0.13,0.42,108.18,52.72,5,Q2,-200.31,High
ENT3823,West,Large,639.16,265.13,214.35,0.47,30.2,210.8,0.69,0.94,89.16,61.62,9,Q1,374.03,Medium
ENT3824,East,Small,559.71,509.71,125.34,0.86,27.1,120.2,0.33,0.03,101.79,70.27,8,Q3,50.00000000000006,Medium
ENT3825,North,Large,370.39,313.4,37.89,1.03,28.1,86.4,0.44,0.26,125.77,40.21,4,Q2,56.99000000000001,Medium
ENT3826,South,Medium,412.77,381.41,111.49,0.51,36.0,134.2,0.63,0.13,114.34,60.1,0,Q3,31.359999999999957,Medium
ENT3827,West,Small,625.72,335.42,176.96,1.82,24.0,21.7,0.38,0.54,85.63,47.37,9,Q2,290.3,High
ENT3828,East,Medium,461.38,407.13,211.18,1.46,23.9,117.6,0.8,0.18,110.72,59.23,6,Q3,54.25,High
ENT3829,North,Medium,313.92,388.89,23.47,0.64,31.4,94.4,0.97,0.74,108.03,43.35,8,Q1,-74.96999999999997,Medium
ENT3830,West,Small,487.46,465.12,166.89,0.36,25.6,240.1,0.93,0.92,123.68,62.92,9,Q2,22.339999999999975,Medium
ENT3831,West,Medium,336.82,404.39,82.84,0.65,24.6,52.5,0.55,0.21,101.99,46.66,1,Q1,-67.57,Medium
ENT3832,South,Small,393.82,360.83,185.18,1.28,30.8,226.9,0.35,0.91,101.26,59.72,8,Q1,32.99000000000001,High
ENT3833,West,Medium,492.41,220.26,194.44,1.67,27.3,150.1,0.43,0.63,116.06,49.53,4,Q2,272.15000000000003,High
ENT3834,South,Small,658.28,488.43,273.18,1.06,25.2,24.6,0.33,0.2,116.36,36.37,0,Q3,169.84999999999997,High
ENT3835,East,Large,803.5,451.75,123.11,0.29,24.3,290.9,0.44,0.74,167.36,52.48,3,Q3,351.75,Medium
ENT3836,South,Medium,704.39,492.51,161.28,0.57,21.8,220.3,0.01,0.09,130.96,39.57,7,Q2,211.88,Low
ENT3837,North,Small,489.22,381.46,80.46,0.76,18.3,78.0,0.06,0.69,100.52,46.74,2,Q2,107.76000000000005,Medium
ENT3838,South,Medium,838.6,435.69,85.97,1.31,31.6,174.5,0.77,0.86,98.37,77.15,4,Q4,402.91,High
ENT3839,North,Medium,583.74,334.66,13.81,0.57,23.9,270.0,0.33,0.95,85.2,53.23,1,Q1,249.07999999999998,Medium
ENT3840,South,Medium,353.05,325.52,85.82,0.54,17.5,279.2,0.79,0.05,70.26,50.71,4,Q2,27.53000000000003,Medium
ENT3841,West,Small,514.18,371.64,19.15,0.64,34.9,219.3,0.48,0.06,102.5,37.55,8,Q2,142.53999999999996,Low
ENT3842,East,Large,401.46,492.18,289.17,1.23,26.4,218.3,0.81,0.93,57.46,31.18,2,Q2,-90.72000000000003,High
ENT3843,North,Large,312.81,372.52,187.28,1.04,26.1,83.2,0.66,0.79,139.6,41.82,6,Q1,-59.70999999999998,High
ENT3844,South,Large,323.87,394.59,51.94,1.7,18.1,296.9,0.2,0.77,83.96,44.14,5,Q1,-70.71999999999997,High
ENT3845,South,Small,477.91,424.24,35.03,1.43,28.9,73.0,0.45,0.74,125.98,40.62,1,Q1,53.670000000000016,High
ENT3846,South,Large,613.13,402.53,111.04,1.37,23.3,26.8,0.7,0.72,97.77,43.12,6,Q1,210.60000000000002,High
ENT3847,West,Small,660.23,501.43,92.29,0.39,23.4,293.2,0.33,0.61,111.64,35.01,9,Q4,158.8,Low
ENT3848,West,Medium,313.29,325.19,83.78,0.2,28.1,45.9,0.19,0.81,74.77,46.21,3,Q4,-11.899999999999977,Low
ENT3849,North,Medium,454.51,409.97,140.46,1.07,26.6,156.5,0.54,0.03,111.87,31.66,5,Q2,44.539999999999964,Medium
ENT3850,North,Large,572.99,447.42,273.86,0.24,21.1,140.5,0.27,0.74,102.89,51.49,6,Q1,125.57,Medium
ENT3851,West,Small,522.78,235.77,170.42,0.79,18.9,254.5,0.59,0.58,139.33,39.65,8,Q2,287.01,Medium
ENT3852,North,Medium,604.18,426.6,156.37,0.15,26.8,119.0,0.27,0.91,74.79,47.9,6,Q1,177.57999999999993,Medium
ENT3853,East,Small,434.8,534.2,241.96,0.44,26.4,150.7,0.91,0.94,73.84,53.77,2,Q2,-99.40000000000003,High
ENT3854,East,Small,690.94,364.95,1.21,0.31,39.0,13.1,0.34,0.24,79.71,38.91,8,Q3,325.99000000000007,Low
ENT3855,West,Medium,499.36,291.5,59.22,1.62,14.8,62.4,0.91,0.79,59.6,37.6,5,Q1,207.86,High
ENT3856,North,Small,613.66,446.7,148.86,0.76,26.7,249.9,0.28,0.96,83.35,52.46,3,Q2,166.95999999999998,Medium
ENT3857,South,Medium,442.88,417.95,211.59,0.25,17.9,143.5,0.6,0.27,81.12,40.23,9,Q2,24.930000000000007,Medium
ENT3858,East,Medium,508.76,552.24,145.51,0.6,23.9,69.3,0.13,0.85,99.55,42.8,4,Q1,-43.48000000000002,Medium
ENT3859,West,Medium,260.6,443.77,49.11,1.4,23.9,110.7,0.78,0.59,101.05,44.6,9,Q1,-183.16999999999996,High
ENT3860,North,Small,374.49,305.65,278.99,1.52,28.7,85.5,0.2,0.39,70.41,61.88,0,Q4,68.84000000000003,High
ENT3861,West,Medium,468.88,301.13,98.6,0.33,28.8,166.9,0.86,0.82,124.28,67.1,3,Q2,167.75,Medium
ENT3862,South,Small,515.01,485.98,236.46,1.58,32.8,15.4,0.45,0.87,111.84,40.25,2,Q3,29.029999999999973,High
ENT3863,East,Medium,902.18,435.69,267.42,0.8,27.2,67.5,0.09,0.28,118.78,39.4,5,Q4,466.48999999999995,Medium
ENT3864,West,Medium,442.72,394.18,103.93,1.39,30.9,106.5,0.36,0.79,124.13,34.87,8,Q1,48.54000000000002,High
ENT3865,West,Large,293.5,417.24,253.59,1.38,32.9,278.5,0.78,0.05,80.87,55.91,2,Q3,-123.74000000000001,High
ENT3866,West,Large,755.37,444.19,213.23,1.61,27.3,187.0,0.08,0.42,88.71,55.98,4,Q2,311.18,High
ENT3867,South,Large,661.83,437.28,271.28,1.42,31.9,151.3,0.63,0.07,108.01,61.74,1,Q4,224.55000000000007,High
ENT3868,West,Small,326.52,249.45,75.39,0.17,27.1,57.2,0.51,0.29,126.12,70.81,8,Q4,77.07,Low
ENT3869,South,Small,569.79,521.67,279.38,1.09,26.0,167.4,0.31,0.95,106.63,48.88,7,Q2,48.120000000000005,High
ENT3870,South,Medium,625.28,528.36,19.59,0.42,22.8,278.7,0.76,0.73,100.23,36.69,9,Q3,96.91999999999996,Medium
ENT3871,South,Medium,524.57,581.01,238.1,1.94,27.9,169.9,0.05,0.76,86.98,59.46,3,Q1,-56.43999999999994,High
ENT3872,East,Medium,548.87,559.26,130.7,0.59,27.7,49.4,0.5,0.13,74.05,40.7,10,Q4,-10.389999999999986,Low
ENT3873,East,Medium,405.16,542.25,53.37,0.9,27.8,299.1,0.51,0.58,123.51,35.92,7,Q2,-137.08999999999997,Medium
ENT3874,West,Small,575.57,371.35,23.82,0.47,31.7,149.7,0.09,0.39,92.99,64.73,9,Q1,204.22000000000003,Low
ENT3875,West,Medium,426.3,430.14,116.86,0.36,30.5,95.9,0.14,0.73,101.56,25.78,3,Q1,-3.839999999999975,Medium
ENT3876,East,Medium,103.19,516.7,116.8,1.24,18.6,151.0,0.41,0.16,134.45,60.77,1,Q3,-413.51000000000005,Medium
ENT3877,North,Large,529.44,219.92,68.99,1.04,18.7,79.1,0.54,0.28,93.31,53.97,8,Q2,309.5200000000001,Medium
ENT3878,East,Medium,248.61,378.13,64.65,0.81,26.6,9.1,0.05,0.9,101.96,45.0,1,Q1,-129.51999999999998,Medium
ENT3879,South,Medium,652.02,229.46,119.85,0.26,21.1,266.9,0.01,0.17,91.18,55.66,0,Q1,422.55999999999995,Low
ENT3880,East,Medium,330.38,428.03,123.03,1.5,25.5,128.7,0.19,0.63,74.54,55.09,0,Q4,-97.64999999999998,High
ENT3881,South,Small,132.05,526.58,132.71,0.11,21.4,225.9,0.49,0.32,107.25,42.27,2,Q1,-394.53000000000003,Low
ENT3882,West,Large,234.61,401.88,260.63,0.97,26.5,291.4,0.04,0.08,61.36,45.8,9,Q2,-167.26999999999998,Medium
ENT3883,North,Medium,493.78,343.08,183.38,1.3,20.9,189.8,0.73,0.22,129.54,76.42,6,Q4,150.7,High
ENT3884,West,Medium,527.98,428.32,6.13,0.92,28.0,207.5,0.15,0.87,59.41,58.22,5,Q3,99.66000000000003,Medium
ENT3885,South,Large,288.1,441.25,155.73,0.34,20.7,283.0,0.77,0.91,95.08,71.63,2,Q4,-153.14999999999998,Medium
ENT3886,South,Medium,339.14,448.29,228.74,1.58,26.7,155.0,0.2,0.42,90.06,47.85,4,Q3,-109.15000000000003,High
ENT3887,South,Small,498.79,278.51,16.92,0.72,17.6,96.0,0.35,0.62,122.95,42.88,9,Q2,220.28000000000003,Medium
ENT3888,North,Medium,645.83,424.35,126.78,0.36,20.3,276.4,0.48,0.52,86.28,54.2,5,Q3,221.48000000000002,Medium
ENT3889,East,Small,318.49,418.42,135.36,1.15,29.5,20.7,0.35,0.28,68.79,44.46,9,Q3,-99.93,Medium
ENT3890,West,Small,556.88,494.83,286.21,0.14,32.4,64.4,0.02,0.34,74.37,51.45,1,Q3,62.05000000000001,Low
ENT3891,West,Medium,239.2,392.44,142.71,0.72,30.6,102.4,0.91,0.53,58.33,40.8,2,Q3,-153.24,Medium
ENT3892,East,Large,547.38,597.42,224.97,1.53,29.8,234.6,0.29,0.7,118.19,48.82,3,Q3,-50.039999999999964,High
ENT3893,West,Small,613.37,408.23,90.87,1.83,33.4,271.2,0.14,0.35,137.43,37.19,7,Q4,205.14,High
ENT3894,North,Large,578.63,352.19,233.79,1.22,30.8,135.5,0.13,0.7,124.95,48.01,10,Q1,226.44,Medium
ENT3895,West,Medium,649.16,299.69,96.8,0.51,18.3,85.8,0.97,0.96,101.56,54.76,0,Q4,349.46999999999997,High
ENT3896,South,Small,639.16,348.61,129.01,0.52,30.8,106.0,0.12,0.02,107.44,52.8,8,Q4,290.54999999999995,Low
ENT3897,East,Medium,777.04,320.1,143.84,1.25,30.7,197.0,0.35,0.16,93.73,55.3,0,Q2,456.93999999999994,Medium
ENT3898,North,Large,516.29,384.4,277.91,0.87,16.6,47.4,0.07,0.92,89.6,42.6,2,Q1,131.89,High
ENT3899,East,Medium,777.48,568.67,16.04,0.44,22.6,164.2,0.74,0.07,110.64,47.89,2,Q1,208.81000000000006,Low
ENT3900,North,Medium,358.39,254.07,59.06,1.6,33.9,176.5,0.6,0.77,74.19,38.73,8,Q2,104.32,High
ENT3901,South,Small,469.2,261.09,211.72,0.48,25.4,212.4,0.53,0.62,111.57,56.66,2,Q1,208.11,Medium
ENT3902,East,Medium,482.75,376.54,173.27,0.71,20.3,181.2,0.86,0.05,99.78,72.16,2,Q3,106.20999999999998,Medium
ENT3903,West,Medium,343.58,263.71,75.46,0.22,30.3,29.1,0.57,0.0,113.93,48.37,1,Q1,79.87,Low
ENT3904,North,Medium,145.9,301.81,86.76,1.43,24.6,206.6,0.96,0.5,110.92,44.75,3,Q2,-155.91,High
ENT3905,East,Small,630.39,433.92,110.19,0.62,24.1,6.5,0.62,0.12,76.23,26.46,10,Q4,196.46999999999997,Medium
ENT3906,West,Large,360.51,394.74,135.1,0.54,30.4,117.1,0.35,0.87,115.83,43.53,7,Q1,-34.23000000000002,Medium
ENT3907,East,Large,439.88,443.85,245.41,0.68,28.0,125.1,0.04,0.48,131.24,57.58,5,Q3,-3.9700000000000273,Medium
ENT3908,East,Medium,737.69,459.11,4.14,1.76,25.4,35.0,0.73,0.23,116.13,53.23,0,Q2,278.58000000000004,High
ENT3909,East,Small,585.81,534.26,269.41,1.08,27.7,3.0,0.37,0.17,82.29,59.29,4,Q1,51.549999999999955,Medium
ENT3910,North,Medium,761.03,437.9,123.91,0.4,25.1,21.3,0.6,0.84,118.12,67.32,10,Q4,323.13,Medium
ENT3911,West,Large,518.08,520.5,69.15,1.57,30.6,133.9,0.88,0.72,109.56,45.9,9,Q3,-2.419999999999959,High
ENT3912,South,Small,583.32,410.71,152.52,0.5,18.9,72.1,0.01,0.72,62.95,40.47,10,Q2,172.61000000000007,Low
ENT3913,North,Large,463.9,439.04,197.9,0.88,25.0,20.7,0.76,0.09,95.91,57.31,7,Q2,24.859999999999957,Medium
ENT3914,North,Large,372.7,437.75,13.43,1.18,23.9,76.9,0.44,0.62,116.93,50.81,0,Q3,-65.05000000000001,Medium
ENT3915,North,Small,582.77,428.46,214.73,1.21,27.5,158.6,0.12,0.87,98.98,39.48,5,Q2,154.31,High
ENT3916,South,Small,434.61,420.57,228.23,0.23,20.4,222.6,0.58,0.77,111.13,37.32,10,Q2,14.04000000000002,Medium
ENT3917,West,Medium,596.68,582.1,49.85,1.69,33.5,123.6,0.53,0.12,88.87,58.71,6,Q4,14.579999999999927,High
ENT3918,West,Medium,414.43,469.81,50.36,1.01,22.3,183.9,0.84,0.95,106.31,51.95,4,Q1,-55.379999999999995,High
ENT3919,West,Large,473.69,355.26,61.14,1.98,31.3,179.0,0.52,0.07,125.25,37.15,3,Q3,118.43,High
ENT3920,East,Small,485.71,634.34,238.99,1.46,29.0,268.9,0.83,0.56,110.36,51.71,6,Q1,-148.63000000000005,High
ENT3921,East,Small,661.54,362.29,81.6,1.99,27.1,53.8,0.54,0.95,105.49,38.87,8,Q4,299.24999999999994,High
ENT3922,East,Medium,436.35,399.48,238.78,0.96,27.2,142.9,0.45,0.82,102.31,56.77,3,Q1,36.870000000000005,High
ENT3923,South,Large,678.05,316.94,162.16,0.37,16.7,189.5,0.37,0.68,98.71,59.54,2,Q4,361.10999999999996,Medium
ENT3924,East,Large,364.27,471.71,230.15,1.48,23.5,155.9,0.17,0.86,85.64,59.75,9,Q1,-107.44,High
ENT3925,South,Medium,540.48,569.02,166.1,1.58,42.3,135.1,0.58,0.67,93.77,53.54,3,Q3,-28.539999999999964,High
ENT3926,West,Small,396.86,250.88,100.73,1.72,27.1,292.0,0.54,0.05,103.9,52.46,4,Q2,145.98000000000002,High
ENT3927,East,Medium,667.36,372.26,273.21,0.67,28.1,282.6,0.98,0.35,60.59,48.61,8,Q3,295.1,Medium
ENT3928,East,Medium,377.2,511.66,214.59,1.07,16.4,183.4,0.41,0.43,125.72,41.42,10,Q2,-134.46000000000004,Medium
ENT3929,North,Medium,392.49,294.07,145.22,1.73,24.8,131.9,0.42,0.55,89.84,61.96,0,Q3,98.42000000000002,High
ENT3930,South,Medium,311.55,457.44,191.23,1.74,24.2,226.6,0.16,0.23,76.43,56.53,8,Q2,-145.89,High
ENT3931,West,Small,515.46,269.86,184.75,0.15,22.3,153.9,0.6,0.88,140.2,41.8,8,Q1,245.60000000000002,Medium
ENT3932,North,Medium,588.66,440.79,107.43,1.37,28.9,298.7,0.85,0.23,104.03,34.14,7,Q1,147.86999999999995,High
ENT3933,North,Small,572.47,407.78,127.13,1.24,23.9,205.8,0.25,0.66,121.73,44.59,9,Q2,164.69000000000005,Medium
ENT3934,West,Medium,478.36,731.76,95.48,0.26,22.4,20.4,0.01,0.88,86.7,63.34,7,Q1,-253.39999999999998,Low
ENT3935,North,Large,400.92,474.45,299.86,1.87,18.6,120.6,0.69,0.73,122.69,54.98,7,Q4,-73.52999999999997,High
ENT3936,South,Small,458.2,182.76,174.02,0.95,20.5,219.1,0.03,0.14,114.54,52.37,3,Q3,275.44,Medium
ENT3937,South,Large,463.92,392.53,27.62,1.38,21.1,252.7,0.41,0.95,93.69,63.23,6,Q3,71.39000000000004,High
ENT3938,East,Medium,537.89,482.43,155.73,1.78,24.3,244.0,0.61,0.09,65.99,29.42,1,Q3,55.45999999999998,High
ENT3939,North,Medium,527.58,358.68,14.99,0.35,23.5,293.2,0.39,0.2,121.05,49.2,2,Q2,168.90000000000003,Low
ENT3940,East,Medium,760.96,354.34,86.6,1.73,22.9,146.7,0.26,0.14,96.08,62.29,7,Q2,406.62000000000006,Medium
ENT3941,North,Small,505.95,359.23,133.79,1.48,17.6,42.0,0.8,0.67,123.56,39.96,3,Q3,146.71999999999997,High
ENT3942,South,Large,554.12,454.72,160.28,1.7,21.0,195.7,0.3,0.81,93.0,41.25,9,Q2,99.39999999999998,High
ENT3943,South,Small,510.72,274.47,292.85,1.04,26.6,21.2,0.18,0.24,98.52,47.89,10,Q4,236.25,Medium
ENT3944,South,Small,450.99,343.85,294.67,0.16,33.3,292.1,0.39,0.98,107.21,44.67,5,Q4,107.13999999999999,Medium
ENT3945,North,Medium,553.11,503.3,29.42,1.37,34.0,227.6,0.13,0.14,139.56,46.16,10,Q3,49.81,Medium
ENT3946,South,Large,436.9,351.29,161.44,0.81,36.0,294.6,0.69,0.32,83.9,51.62,7,Q1,85.60999999999996,Medium
ENT3947,North,Medium,491.27,345.31,245.13,0.86,27.3,113.2,0.71,0.49,91.6,44.34,7,Q1,145.95999999999998,Medium
ENT3948,East,Small,673.89,262.36,71.31,0.94,25.7,4.7,0.01,0.81,89.08,46.71,4,Q1,411.53,Medium
ENT3949,North,Medium,427.2,464.59,225.17,1.04,29.2,156.4,0.69,0.38,87.39,41.74,10,Q3,-37.389999999999986,Medium
ENT3950,East,Large,558.1,442.54,263.59,1.36,24.2,36.4,0.3,0.18,98.82,48.06,6,Q2,115.56,High
ENT3951,North,Medium,127.8,497.24,198.75,1.48,30.0,203.9,0.66,0.46,122.34,51.95,0,Q3,-369.44,High
ENT3952,East,Large,472.2,388.71,98.31,1.58,25.2,149.3,0.71,0.48,92.55,51.12,4,Q3,83.49000000000001,High
ENT3953,South,Large,426.18,431.58,276.94,1.38,27.4,226.0,0.28,0.02,137.63,43.92,2,Q3,-5.399999999999977,High
ENT3954,East,Medium,518.04,430.74,265.06,1.63,22.4,87.3,0.19,0.02,126.33,42.5,3,Q1,87.29999999999995,High
ENT3955,South,Small,464.56,257.5,214.75,0.33,30.8,248.7,0.83,0.28,97.85,46.18,0,Q1,207.06,Medium
ENT3956,South,Medium,521.23,635.34,109.1,1.69,21.1,195.2,0.74,0.74,85.36,45.85,0,Q1,-114.11000000000001,High
ENT3957,East,Small,443.2,497.81,237.57,0.84,22.8,296.3,0.84,0.37,114.83,38.77,2,Q3,-54.610000000000014,High
ENT3958,North,Small,557.95,407.9,94.83,1.1,24.3,53.6,0.44,0.21,129.75,40.33,3,Q2,150.05000000000007,Medium
ENT3959,North,Medium,242.8,377.58,75.89,0.92,21.8,15.4,0.46,0.11,120.76,55.11,2,Q2,-134.77999999999997,Medium
ENT3960,West,Small,516.71,532.4,154.5,1.0,28.8,255.3,0.34,0.28,86.29,26.48,1,Q2,-15.68999999999994,Medium
ENT3961,North,Small,359.44,409.59,299.14,0.64,26.6,101.5,0.5,0.48,96.98,55.77,10,Q2,-50.14999999999998,Medium
ENT3962,West,Medium,675.18,491.36,241.3,0.42,21.1,129.4,0.65,0.09,70.97,53.42,6,Q2,183.81999999999994,Medium
ENT3963,North,Medium,357.02,342.2,218.94,0.3,23.4,277.7,0.81,0.01,73.65,58.81,9,Q2,14.819999999999993,Medium
ENT3964,North,Medium,649.28,312.46,135.6,0.96,26.7,132.2,0.18,0.13,119.23,49.12,8,Q3,336.82,Medium
ENT3965,South,Small,498.27,383.83,93.59,0.34,27.0,89.4,0.41,0.74,111.84,61.57,10,Q4,114.44,Low
ENT3966,West,Large,225.69,401.06,256.77,0.57,21.2,17.8,0.46,0.47,133.0,59.09,2,Q1,-175.37,Medium
ENT3967,North,Small,368.56,442.35,170.32,0.35,26.1,132.9,0.49,0.45,76.45,73.92,8,Q2,-73.79000000000002,Medium
ENT3968,West,Large,627.17,546.69,243.98,0.31,29.1,196.5,0.54,0.02,127.13,72.92,7,Q1,80.4799999999999,Low
ENT3969,South,Medium,618.65,511.2,146.33,1.78,24.5,80.8,0.8,0.71,126.16,41.97,4,Q4,107.44999999999999,High
ENT3970,South,Large,305.1,531.8,226.19,1.38,20.9,215.3,0.89,0.2,141.59,81.99,10,Q4,-226.69999999999993,High
ENT3971,West,Medium,734.43,326.74,260.32,1.86,32.7,143.5,0.16,0.09,117.48,65.17,5,Q3,407.68999999999994,High
ENT3972,South,Medium,496.32,370.51,117.42,1.32,29.1,257.4,0.71,0.84,48.68,47.73,0,Q2,125.81,High
ENT3973,East,Large,632.73,496.8,4.07,1.7,23.9,48.5,0.48,0.49,111.13,37.26,5,Q4,135.93,High
ENT3974,East,Medium,318.22,521.49,76.48,1.16,26.5,227.1,0.42,0.75,62.87,45.12,8,Q1,-203.26999999999998,Medium
ENT3975,South,Large,431.61,474.19,274.47,0.98,24.2,279.8,0.11,0.82,56.31,46.03,6,Q4,-42.579999999999984,High
ENT3976,East,Medium,562.39,343.73,206.26,1.1,21.1,222.4,0.06,0.96,105.53,55.61,8,Q3,218.65999999999997,Medium
ENT3977,North,Small,453.03,295.84,221.17,0.71,29.4,121.8,0.98,0.62,115.99,40.94,4,Q3,157.19,High
ENT3978,West,Small,61.88,423.3,97.59,1.35,34.3,69.1,0.64,0.07,65.79,49.6,4,Q4,-361.42,Medium
ENT3979,North,Medium,471.38,310.83,210.38,1.8,30.5,29.5,0.45,0.56,56.38,56.95,4,Q4,160.55,High
ENT3980,West,Medium,205.3,446.06,193.88,1.59,27.2,192.7,0.76,0.51,91.4,40.29,5,Q2,-240.76,High
ENT3981,South,Large,339.4,525.07,53.51,0.98,24.4,42.9,0.09,0.06,110.47,48.72,3,Q4,-185.67000000000007,Medium
ENT3982,North,Small,289.57,418.91,290.61,1.91,12.7,251.5,0.61,0.31,99.69,41.98,9,Q1,-129.34000000000003,High
