Enterprise_ID,Region,Enterprise_Size,Revenue,Expenses,Loan_Amount,Debt_to_Equity,Avg_Temperature,Rainfall,Drought_Index,Flood_Risk_Score,Commodity_Price_Index,Input_Cost_Index,Policy_Support_Score,Quarter,Net_Profit,Financial_Risk_Level,landholding_size,irrigation_type,yield
ENT4340,East,Small,319.91,480.48,109.95,0.82,20.1,195.1,0.97,0.86,104.23,52.2,2,Q3,-160.57,High,1.8653311105233081,Sprinkler,6.826850991215986
ENT4341,West,Small,391.16,231.53,59.71,1.35,25.1,91.9,0.05,0.08,91.46,46.86,2,Q2,159.63000000000002,Medium,2.7703093837312616,Borewell,5.226060610329293
ENT4342,West,Small,338.01,518.85,67.04,0.53,29.8,62.4,0.95,0.86,88.28,35.6,2,Q1,-180.84000000000003,Medium,1.1934508441951235,Borewell,3.3687208257058034
ENT4343,West,Small,484.85,319.36,74.13,0.52,35.9,37.7,1.0,0.2,79.82,41.54,3,Q1,165.49,Medium,4.281950337921099,Sprinkler,7.397607962930437
ENT4344,East,Small,546.16,494.46,191.9,0.43,30.7,7.2,0.91,0.36,110.05,45.32,2,Q2,51.69999999999999,Medium,4.3053632438007465,Borewell,4.2597010620455675
ENT4345,East,Medium,660.02,429.38,22.81,0.93,25.0,24.4,0.11,0.32,88.1,55.6,3,Q1,230.64,Medium,14.423009379012067,Drip,3.1112506274761262
ENT4346,South,Large,243.28,191.61,171.76,1.11,23.2,76.9,0.84,0.34,74.67,28.95,3,Q4,51.66999999999999,High,21.482816579082826,Borewell,2.812266905054892
ENT4347,North,Large,523.53,401.19,245.79,0.12,31.6,214.1,0.64,0.92,98.85,55.77,2,Q3,122.33999999999996,Medium,22.155622847298204,Sprinkler,6.295573709498808
ENT4348,West,Large,634.24,531.43,229.96,1.68,30.4,46.5,0.01,0.44,119.59,55.82,4,Q1,102.81000000000006,High,23.35452816446425,Borewell,7.160515519142876
ENT4349,West,Medium,662.33,369.64,45.35,1.07,26.1,157.0,0.98,0.27,123.34,45.43,2,Q4,292.69000000000005,Medium,13.096742580880733,Sprinkler,3.557310697917584
ENT4350,North,Large,433.92,378.82,274.42,0.4,25.0,73.5,0.15,0.29,42.93,69.04,1,Q3,55.10000000000002,Medium,28.830218797417288,Canal,5.30974024062381
ENT4351,West,Medium,435.79,323.26,231.03,0.23,36.1,153.5,0.4,0.8,102.47,52.54,3,Q1,112.53000000000004,Medium,12.657842927157244,Sprinkler,3.9031827547376627
ENT4352,East,Medium,486.2,519.55,1.59,0.22,35.3,225.0,0.03,0.54,110.53,52.41,2,Q3,-33.349999999999966,Low,9.412011022129324,Borewell,6.7251826705079605
ENT4353,East,Medium,527.91,353.71,221.21,0.59,28.0,79.8,0.31,0.45,109.54,48.38,2,Q2,174.2,Medium,12.16476262642167,Sprinkler,3.5902944988090706
ENT4354,West,Large,695.39,579.15,221.23,1.05,27.0,104.4,0.57,0.93,98.31,31.72,1,Q2,116.24,High,40.17439770820152,Rainfed,3.429485387432912
ENT4355,East,Medium,318.49,515.53,149.04,1.73,20.3,216.9,0.93,0.93,132.12,43.49,1,Q1,-197.04,High,7.1126291693819645,Sprinkler,2.2777135314106047
ENT4356,East,Large,382.06,533.19,13.79,1.82,26.2,163.9,0.99,0.76,125.19,42.08,2,Q1,-151.13000000000005,High,16.709456816226037,Sprinkler,4.393346739336003
ENT4357,West,Large,300.29,408.02,173.97,1.68,32.0,28.4,0.42,0.52,98.22,56.6,1,Q2,-107.72999999999996,High,45.72795473998622,Rainfed,5.431777715315139
ENT4358,South,Small,564.16,351.37,229.72,0.72,16.3,227.4,0.43,0.12,91.69,44.73,3,Q3,212.79,Medium,3.502603157709106,Rainfed,5.555451005782093
ENT4359,North,Small,665.21,447.84,81.26,0.68,29.0,83.2,0.16,0.71,106.75,53.01,2,Q4,217.3700000000001,Medium,3.2864305979317754,Rainfed,3.291217263857356
ENT4360,East,Medium,286.85,555.2,200.12,1.98,29.4,115.5,0.5,0.82,109.56,33.79,1,Q2,-268.35,High,11.740013710698536,Drip,4.969764384498582
ENT4361,South,Medium,513.31,577.32,106.18,1.39,29.5,73.6,0.94,0.85,101.0,63.64,1,Q1,-64.0100000000001,High,10.415062821224879,Sprinkler,5.759152634393196
ENT4362,East,Large,654.35,214.28,172.16,0.68,22.7,163.0,0.17,0.58,102.74,57.15,4,Q2,440.0700000000001,Medium,35.3829697105422,Rainfed,3.6607809865216137
ENT4363,East,Medium,617.68,670.48,115.37,0.73,24.4,212.3,0.27,0.62,130.61,49.75,1,Q2,-52.80000000000007,Medium,12.617427064695159,Rainfed,3.3635560717229587
ENT4364,North,Medium,615.91,425.21,91.13,0.93,22.9,241.0,0.89,0.71,131.14,45.17,4,Q1,190.7,Medium,5.58297203862357,Canal,3.939038887787845
ENT4365,East,Large,321.52,477.91,256.77,1.28,35.9,276.6,0.63,0.87,115.6,58.33,1,Q4,-156.39000000000004,High,29.37951121183184,Drip,4.764289060484432
ENT4366,North,Medium,615.42,310.47,226.15,1.81,33.8,107.8,0.33,0.05,118.44,44.83,1,Q1,304.94999999999993,High,12.524024537194673,Sprinkler,4.218736826247853
ENT4367,North,Medium,472.11,303.58,103.63,0.48,27.9,279.8,0.81,0.56,117.05,44.75,3,Q1,168.53000000000003,Medium,13.639033162941132,Borewell,5.702973269808744
ENT4368,North,Large,660.52,256.12,130.39,0.26,26.2,185.1,0.11,0.37,96.01,47.71,2,Q2,404.4,Low,20.33424220132585,Drip,4.247399473158842
ENT4369,South,Large,567.37,570.37,207.51,0.87,26.0,116.9,0.86,0.83,108.99,64.63,1,Q4,-3.0,High,19.832927981070316,Drip,3.0682594575535607
ENT4370,West,Small,377.67,331.19,243.32,0.57,24.4,266.2,0.52,0.13,105.2,43.72,3,Q3,46.48000000000002,Medium,1.7378362042395334,Canal,7.829425064716712
ENT4371,South,Large,541.82,390.81,205.3,1.19,16.6,173.9,0.76,0.91,124.6,56.81,4,Q2,151.01000000000005,High,18.99401650153725,Sprinkler,3.4196633315907405
ENT4372,West,Small,622.78,369.86,162.28,1.43,26.2,136.3,0.52,0.12,105.84,42.31,2,Q3,252.92,High,2.5468282281759116,Sprinkler,5.854119014910868
ENT4373,West,Medium,424.05,297.92,286.32,0.69,36.1,3.5,0.25,0.09,117.18,28.9,4,Q3,126.13,Medium,7.016552112668922,Rainfed,5.902657522288683
ENT4374,North,Large,519.32,380.1,232.24,1.4,27.5,215.3,0.64,0.35,97.58,53.94,2,Q3,139.22000000000003,High,48.65526398636206,Rainfed,2.5951346479623623
ENT4375,East,Large,299.51,408.79,34.68,0.75,22.9,23.2,0.15,0.99,113.87,41.34,1,Q1,-109.28000000000004,Medium,35.246563785066,Drip,5.336561890775339
ENT4376,North,Large,582.35,524.88,167.44,1.31,27.3,86.8,0.23,0.63,105.44,47.04,3,Q4,57.47000000000003,High,49.56585210796484,Canal,6.446938241234243
ENT4377,East,Medium,491.56,294.09,122.87,1.3,24.9,288.5,0.55,0.03,84.95,58.41,1,Q1,197.47000000000003,Medium,6.626522181899006,Sprinkler,5.092827990686793
ENT4378,West,Small,637.11,341.65,238.48,0.63,21.0,46.6,0.39,0.25,114.49,40.9,2,Q4,295.46000000000004,Medium,4.3565864322830095,Canal,7.316932823946812
ENT4379,North,Medium,578.13,455.01,13.4,1.31,20.4,93.5,0.75,0.15,120.79,45.85,2,Q1,123.12,Medium,11.867677955971697,Borewell,4.282143473258539
ENT4380,East,Medium,438.92,404.54,123.22,0.82,26.2,279.7,0.58,0.0,67.01,56.43,4,Q3,34.379999999999995,Medium,10.20082683216584,Sprinkler,5.854610759001865
ENT4381,South,Large,373.04,406.38,95.48,0.74,18.7,101.3,0.38,0.51,65.17,45.43,3,Q3,-33.339999999999975,Medium,20.01076477221527,Rainfed,7.219260291009869
ENT4382,East,Small,338.54,302.89,42.36,0.65,26.1,98.6,0.33,0.38,104.73,50.87,1,Q3,35.650000000000034,Medium,1.284622715511639,Drip,7.603442205848477
ENT4383,North,Medium,423.89,477.85,113.64,0.76,25.6,194.4,0.91,0.61,107.89,48.54,3,Q2,-53.96000000000004,Medium,6.939939562233972,Canal,5.429116835756504
ENT4384,South,Large,633.06,541.36,201.84,1.59,29.6,39.4,0.04,0.22,81.84,48.56,2,Q3,91.69999999999992,High,16.571832377805606,Rainfed,4.7846986911678355
ENT4385,East,Medium,236.56,532.12,108.5,0.57,25.2,291.8,0.69,0.83,105.74,47.92,4,Q1,-295.56,Medium,10.051640182933149,Drip,3.0149006539116545
ENT4386,East,Medium,344.64,380.64,174.0,1.4,20.7,82.5,0.39,0.38,98.1,54.47,3,Q2,-36.0,High,10.313307926731756,Rainfed,2.8520709702805664
ENT4387,East,Large,628.85,141.7,177.84,1.81,26.8,235.7,0.38,0.48,59.26,30.91,3,Q3,487.15,High,21.521671672054257,Sprinkler,2.803775310864454
ENT4388,East,Large,699.34,423.37,176.13,0.77,31.2,86.3,0.65,0.73,103.6,47.33,4,Q4,275.97,Medium,27.735813776940915,Canal,3.467465058272154
ENT4389,East,Small,352.53,410.03,158.86,0.16,23.4,82.6,0.85,0.17,80.56,42.13,1,Q1,-57.5,Medium,1.3920307391229643,Borewell,4.398475066784883
ENT4390,South,Medium,342.98,298.19,35.1,0.15,34.0,17.3,0.72,0.26,111.45,56.79,3,Q3,44.79000000000002,Low,12.807854833654764,Rainfed,4.605610165290695
ENT4391,West,Large,711.07,317.83,65.54,0.37,26.6,35.8,0.67,0.15,89.92,61.92,3,Q1,393.24000000000007,Low,24.509311565924072,Canal,7.843830197840966
ENT4392,South,Large,481.46,300.44,240.02,0.31,24.2,156.6,0.5,0.77,107.06,49.8,3,Q1,181.02,Medium,27.316676951553127,Sprinkler,6.3430119028041885
ENT4393,South,Small,365.82,427.45,150.71,1.52,22.9,173.1,0.47,0.1,123.47,48.34,3,Q1,-61.63,High,3.582288725709712,Rainfed,3.6374722581184127
ENT4394,South,Small,656.69,317.76,211.82,0.66,27.0,244.8,0.46,0.49,91.64,55.0,3,Q3,338.93000000000006,Medium,1.1823406317946752,Sprinkler,7.940272303477546
ENT4395,West,Large,575.52,416.51,170.97,1.34,25.5,18.1,0.15,0.75,97.42,51.27,2,Q1,159.01,High,49.414016383654946,Borewell,3.1636052822071714
ENT4396,North,Small,610.5,637.65,11.61,0.18,19.6,106.8,0.56,0.51,124.98,48.42,2,Q3,-27.149999999999977,Low,4.368661506601525,Borewell,5.380255969652422
ENT4397,West,Large,373.63,381.42,238.86,0.66,34.0,60.0,0.32,0.51,111.32,52.41,2,Q1,-7.79000000000002,Medium,45.67502461948523,Drip,6.235311035245247
ENT4398,South,Medium,556.22,284.0,19.3,0.54,24.3,107.4,0.62,0.06,98.43,46.64,2,Q4,272.22,Low,13.763139699155088,Drip,3.277903172420385
ENT4399,East,Small,686.94,254.67,282.95,0.63,33.9,106.3,0.53,0.78,129.4,57.18,3,Q3,432.2700000000001,Medium,1.679548292876229,Drip,6.584994290415594
ENT4400,East,Medium,596.12,433.01,64.61,0.46,20.5,106.3,0.94,0.6,95.78,67.51,2,Q4,163.11,Medium,5.118713466693593,Sprinkler,3.4993367646099496
ENT4401,South,Medium,637.98,600.29,153.72,1.27,30.8,92.9,0.43,0.67,95.43,48.27,1,Q2,37.690000000000055,High,8.00655640560744,Drip,2.515391004074724
ENT4402,East,Medium,710.47,309.84,19.08,1.36,32.8,229.2,0.66,0.77,81.96,54.28,1,Q4,400.63000000000005,High,10.780750491848316,Canal,2.3024151522304512
ENT4403,South,Large,564.15,184.5,268.48,0.38,32.4,206.9,0.59,0.56,111.2,30.3,1,Q4,379.65,Medium,17.64756382300724,Sprinkler,7.644449133277589
ENT4404,East,Medium,415.23,570.75,293.98,1.51,28.0,102.4,0.68,0.51,79.24,32.6,3,Q1,-155.51999999999998,High,10.348727557587551,Sprinkler,5.472188252442246
ENT4405,West,Medium,631.57,651.63,43.89,0.58,31.0,43.9,0.27,0.66,126.91,52.2,1,Q3,-20.059999999999945,Medium,13.765981188350187,Drip,6.277137505515521
ENT4406,North,Medium,334.14,475.67,88.74,0.64,28.3,155.5,0.26,0.9,88.66,46.29,4,Q3,-141.53000000000003,Medium,14.124850542303685,Drip,5.77746748232496
ENT4407,North,Large,466.65,443.06,4.76,1.67,20.8,275.7,0.56,0.64,109.14,42.78,4,Q3,23.58999999999997,High,48.672638231302805,Sprinkler,3.4944449626509297
ENT4408,West,Medium,588.21,406.67,236.09,1.81,28.1,37.1,0.85,0.79,100.84,54.48,2,Q1,181.54,High,9.621404732699007,Borewell,5.417597201364833
ENT4409,West,Medium,53.30070970605124,468.1,93.44,1.67,20.5,225.9,0.72,0.48,110.3,47.09,3,Q2,-438.3308179255276,High,10.491440152414512,Borewell,3.9228261204809165
ENT4410,South,Small,537.87,463.48,176.65,0.38,19.9,179.8,0.49,0.59,108.05,54.44,1,Q4,74.38999999999999,Medium,3.218927213129417,Drip,3.7270807504630743
ENT4411,South,Large,544.94,428.3,11.77,2.0,27.4,176.6,0.26,0.18,101.85,51.25,2,Q4,116.64000000000004,High,41.61757015460339,Borewell,4.467740800179403
ENT4412,South,Medium,329.61,304.77,214.64,1.38,23.0,280.4,0.76,0.49,92.72,57.49,1,Q1,24.840000000000032,High,7.354072488415266,Canal,2.719931797717557
ENT4413,East,Small,548.88,427.77,158.82,1.07,33.9,286.8,0.93,0.15,105.19,48.68,1,Q1,121.11,High,3.68173733518767,Canal,2.656187566076719
ENT4414,South,Large,528.49,390.16,217.49,1.91,34.4,73.2,0.21,0.47,124.98,49.8,2,Q2,138.32999999999998,High,43.87636187181766,Canal,5.473640680069403
ENT4415,West,Large,505.1,319.8,236.87,1.65,39.7,242.5,0.8,0.06,93.92,47.11,4,Q4,185.3,High,44.53597379829713,Sprinkler,5.780339574299364
ENT4416,North,Large,678.42,427.54,26.77,1.41,19.2,186.2,0.17,0.58,77.59,45.32,3,Q2,250.88,Medium,38.55531853370683,Sprinkler,6.154955771068212
ENT4417,East,Large,631.84,351.38,173.43,1.69,20.3,122.7,0.9,0.29,113.01,54.44,1,Q2,280.46000000000004,High,25.660298148053716,Sprinkler,3.240354582316172
ENT4418,South,Large,596.0,406.77,194.98,0.83,30.3,199.7,0.64,0.84,105.2,40.64,3,Q1,189.23,High,16.247042838654878,Sprinkler,3.9015773141094483
ENT4419,East,Large,346.37,445.65,155.02,1.4,24.4,286.8,0.18,0.38,127.04,60.53,2,Q2,-99.27999999999996,Medium,47.74792952933406,Sprinkler,6.451313045927006
ENT4420,East,Medium,497.4,459.82,54.72,0.46,22.4,155.1,0.04,0.92,110.93,40.21,4,Q4,37.579999999999984,Low,11.869274167743026,Drip,6.700027693045229
ENT4421,South,Medium,677.67,353.84,238.68,1.98,24.1,282.0,0.69,0.47,124.91,46.71,1,Q2,323.83,High,7.940033885949531,Borewell,3.747392031755079
ENT4422,East,Medium,467.8,445.04,299.24,1.22,25.6,192.9,0.61,0.85,134.65,45.87,1,Q4,22.75999999999999,High,10.598931015359494,Drip,7.287924733393414
ENT4423,North,Medium,733.14,468.32,290.78,1.65,29.3,144.9,0.61,0.3,94.37,55.7,2,Q2,264.82,High,8.009190731654188,Borewell,7.060002466798846
ENT4424,West,Small,600.38,497.39,233.26,0.87,16.9,193.3,0.48,0.45,97.92,62.23,2,Q1,102.99,Medium,3.9146251369464107,Drip,5.062147450063794
ENT4425,West,Medium,756.43,430.49,125.43,1.54,28.0,180.8,0.61,0.63,122.12,53.11,1,Q4,325.93999999999994,High,9.071737385988753,Canal,6.11931708969943
ENT4426,North,Large,339.9,460.53,101.19,0.84,25.0,126.5,0.87,0.26,101.6,65.5,2,Q4,-120.63,Medium,37.577894218837514,Rainfed,5.7163392079920765
ENT4427,East,Medium,476.8,357.86,20.56,1.22,22.0,168.7,0.95,0.66,91.94,43.06,3,Q2,118.94,High,10.34800976919168,Sprinkler,4.540586778190955
ENT4428,South,Medium,490.98,657.69,124.89,1.58,32.9,211.0,0.34,0.29,94.66,47.32,3,Q4,-166.71000000000004,High,6.988285302864799,Rainfed,1.5031289723512344
ENT4429,East,Large,590.93,393.59,46.81,0.32,23.9,251.7,0.49,0.48,87.53,36.12,4,Q1,197.34,Low,15.299416954135957,Rainfed,5.86987355234155
ENT4430,North,Medium,389.21,512.12,76.3,0.78,24.3,91.3,0.27,0.02,59.64,38.88,1,Q2,-122.91000000000004,Medium,6.573785148688676,Canal,7.502889652815823
ENT4431,East,Medium,258.86,351.32,267.57,1.14,24.6,4.4,0.41,0.08,112.99,59.3,4,Q2,-92.45999999999998,Medium,11.70974709485785,Rainfed,6.900669245975461
ENT4432,West,Medium,556.73,437.48,290.56,0.73,33.8,165.4,0.8,0.23,85.46,47.98,1,Q3,119.25,High,12.53937684441424,Rainfed,6.4147840504139575
ENT4433,East,Small,445.03,433.74,284.57,0.69,26.5,146.8,0.42,0.81,70.88,45.25,1,Q3,11.289999999999964,High,2.9003594914670723,Canal,2.337977528177177
ENT4434,North,Medium,429.4,452.78,58.01,0.64,25.7,16.3,0.39,0.66,117.59,41.1,4,Q4,-23.379999999999995,Medium,9.678024120373392,Borewell,4.792247235667818
ENT4435,West,Large,396.08,315.2,270.27,0.53,30.4,189.8,0.85,0.89,71.26,56.81,2,Q1,80.88,High,47.43494958577207,Drip,3.469055928983354
ENT4436,East,Large,518.58,438.94,42.45,1.71,14.8,282.4,0.0,0.9,122.56,45.88,3,Q3,79.64000000000004,High,16.106525394493474,Rainfed,2.8447529362116057
ENT4437,East,Medium,338.47,351.71,152.3,1.86,27.0,120.7,0.85,0.37,113.36,38.46,2,Q3,-13.239999999999952,High,7.6440429792964535,Sprinkler,4.2298368185317585
ENT4438,West,Medium,470.87,481.95,193.1,1.43,27.1,268.3,0.18,0.37,108.93,50.25,2,Q3,-11.079999999999984,High,10.276244568387078,Canal,3.5740375257344383
ENT4439,South,Medium,375.69,312.18,138.74,0.16,30.1,243.9,0.27,0.84,76.4,55.09,3,Q1,63.50999999999999,Medium,10.174610093842912,Rainfed,5.8034890873213305
ENT4440,West,Large,408.62,430.59,285.55,1.59,27.5,48.5,0.36,0.43,63.45,48.36,1,Q2,-21.96999999999997,High,30.04361943494837,Borewell,4.373475403104322
ENT4441,South,Large,553.07,397.17,99.96,1.11,20.4,236.2,0.88,0.86,85.57,44.73,1,Q1,155.90000000000003,High,17.207631102003834,Borewell,2.981334705800304
ENT4442,North,Small,597.71,585.49,158.21,1.54,17.7,155.0,0.91,0.51,49.22,50.59,4,Q3,12.220000000000027,High,4.322491041727165,Sprinkler,2.7426296945393247
ENT4443,North,Small,454.08,511.78,22.63,0.93,29.2,275.6,0.66,0.42,53.23,36.34,2,Q1,-57.69999999999999,Medium,1.8986295905670665,Rainfed,7.459192286723913
ENT4444,West,Small,645.17,537.25,255.67,0.18,23.5,56.8,0.44,0.28,117.1,56.5,3,Q4,107.91999999999996,Medium,2.5973303207968903,Sprinkler,3.0568668300232433
ENT4445,West,Large,354.09,322.84,124.01,1.4,24.4,37.5,0.52,0.13,140.24,53.75,2,Q1,31.25,Medium,16.417524026867184,Borewell,3.008262440709856
ENT4446,North,Small,272.02,361.66,210.16,0.94,21.7,72.4,0.58,0.53,102.38,60.14,1,Q4,-89.64000000000004,High,4.912882674106234,Borewell,6.348953009928749
ENT4447,South,Medium,299.55,399.59,204.67,1.76,26.1,17.9,0.95,0.33,100.65,41.62,3,Q1,-100.03999999999996,High,13.44209585776232,Drip,6.5440198482909135
ENT4448,North,Medium,338.69,514.46,202.88,1.5,25.6,96.0,0.97,0.25,87.99,34.26,1,Q4,-175.77000000000004,High,9.323963601850899,Borewell,4.648671469435344
ENT4449,West,Large,303.07,437.61,152.08,0.78,19.9,84.9,0.85,0.17,117.94,35.11,3,Q2,-134.54000000000002,Medium,34.41032350374685,Canal,3.0763691903144235
ENT4450,North,Small,803.17,325.08,83.26,1.48,29.9,124.9,0.58,0.39,69.09,40.01,1,Q2,478.09,High,3.9234813831046416,Drip,2.296859877463747
ENT4451,West,Medium,267.47,329.31,187.53,1.04,22.4,138.9,0.39,0.56,103.82,37.98,1,Q3,-61.839999999999975,High,6.888701867628544,Sprinkler,6.4694524647842915
ENT4452,West,Large,640.61,519.25,288.54,0.48,33.1,43.4,0.23,0.84,136.81,55.23,4,Q4,121.36,Medium,22.86660831805868,Borewell,7.043021260869174
ENT4453,North,Small,496.23,440.83,250.18,0.9,27.1,185.8,0.53,0.82,103.28,45.11,1,Q2,55.400000000000034,High,4.3304470933045245,Canal,4.52619406587242
ENT4454,South,Medium,533.69,405.25,32.63,0.52,25.6,67.1,0.35,0.86,94.21,47.55,2,Q4,128.44000000000003,Medium,7.974926699926682,Drip,4.184303547201795
ENT4455,East,Small,364.14,396.96,6.96,0.11,18.5,36.6,0.07,0.58,130.66,43.95,1,Q3,-32.81999999999999,Low,4.4656927341588,Canal,3.071851029633745
ENT4456,North,Large,548.82,489.54,149.69,0.57,28.7,212.6,0.48,0.56,138.16,48.28,1,Q2,59.28000000000003,Medium,36.73059656448804,Drip,3.1043073631870453
ENT4457,East,Small,362.91,294.56,232.75,0.5,25.8,6.8,0.57,0.91,130.06,56.63,3,Q3,68.35000000000002,Medium,3.7682022121589793,Drip,6.059904317651133
ENT4458,North,Large,638.41,405.19,94.17,0.11,26.9,110.5,0.61,0.29,98.32,65.46,3,Q4,233.22,Low,21.905090805097398,Drip,3.1091593817621157
ENT4459,East,Small,650.83,411.16,210.37,1.59,32.6,43.3,0.07,0.15,116.93,58.93,2,Q1,239.67,High,2.663274272073644,Sprinkler,5.970573389614701
ENT4460,South,Medium,479.77,275.41,279.58,0.25,30.3,264.8,0.48,0.08,130.42,50.3,1,Q3,204.36,Medium,6.711847438351253,Drip,3.9169191674686905
ENT4461,South,Large,489.6,379.26,137.7,0.95,31.6,247.3,0.66,0.88,90.14,47.02,3,Q2,110.34000000000005,High,38.51846491732192,Drip,5.2324410878955465
ENT4462,North,Large,564.91,628.65,73.25,0.89,13.9,18.2,0.96,0.37,82.39,62.08,1,Q3,-63.74000000000001,Medium,18.481155910826644,Canal,3.775298607062067
ENT4463,West,Large,557.24,316.5,275.33,0.44,25.0,165.1,0.03,0.5,108.46,40.59,4,Q2,240.74,Medium,28.320157948233746,Drip,5.700467105488572
ENT4464,East,Small,653.62,412.6,141.68,1.94,18.0,88.6,0.68,0.8,79.67,49.84,3,Q1,241.02,High,1.540869254851419,Sprinkler,2.2728816593919214
ENT4465,West,Small,649.38,192.29,122.35,1.25,28.4,57.8,0.06,0.37,76.11,38.35,1,Q1,457.09,Medium,3.7018241813457022,Canal,6.8338921226662155
ENT4466,West,Medium,495.67,386.11,106.01,1.65,16.6,93.5,0.16,0.87,88.86,61.69,1,Q2,109.56,High,14.705733326273604,Drip,4.060272169961136
ENT4467,West,Large,428.42,292.56,126.91,1.04,31.3,244.8,0.17,0.32,83.09,63.89,2,Q3,135.86,Medium,34.13079922240356,Canal,3.430833467007075
ENT4468,South,Large,621.74,364.82,202.1,1.47,33.8,17.4,0.33,0.73,80.52,37.04,2,Q1,256.92,High,18.08973675389433,Sprinkler,6.391654502196095
ENT4469,North,Small,476.56,442.62,130.12,1.94,25.1,194.5,0.83,0.67,103.12,36.31,1,Q3,33.94,High,4.797092424982468,Canal,5.088804088438296
ENT4470,North,Small,517.06,287.42,97.27,0.76,27.7,274.0,0.86,0.2,105.71,44.94,2,Q1,229.64,Medium,4.518405986847048,Sprinkler,7.60796155006659
ENT4471,South,Medium,579.55,424.1,223.09,1.06,33.8,134.4,0.37,0.12,72.48,55.58,4,Q1,155.44999999999993,Medium,11.26244822763033,Borewell,7.583116868390563
ENT4472,South,Medium,646.33,322.02,60.89,1.08,36.4,270.5,0.43,0.11,107.79,41.95,1,Q3,324.31000000000006,Medium,6.463730665889678,Drip,7.602538947432912
ENT4473,North,Small,539.13,266.45,60.58,1.98,34.4,272.0,0.22,0.65,103.69,42.47,1,Q2,272.68,High,1.8332615600340718,Sprinkler,1.9377909494595946
ENT4474,West,Large,411.92,498.27,208.93,0.54,28.7,182.9,0.43,0.01,79.75,56.2,4,Q2,-86.34999999999997,Low,27.374187789720928,Drip,3.604788808772617
ENT4475,East,Medium,769.55,303.86,260.01,1.38,34.1,136.8,0.27,0.66,100.55,52.48,2,Q2,465.69,High,7.562549238890726,Sprinkler,7.2947545979278665
ENT4476,East,Small,729.55,357.62,72.36,0.36,21.2,221.3,0.17,0.78,105.39,49.02,4,Q2,371.93,Low,2.935210159442589,Rainfed,5.43800410699353
ENT4477,East,Small,347.3,342.93,57.34,1.86,22.6,274.9,0.16,0.3,107.37,50.45,3,Q3,4.3700000000000045,High,2.673558133513334,Rainfed,3.1313474587162977
ENT4478,West,Large,363.23,421.69,201.09,1.22,30.7,204.0,0.78,0.75,117.82,52.55,4,Q4,-58.45999999999998,High,26.9111091504367,Rainfed,5.712956364120709
ENT4479,North,Small,382.1,403.23,186.24,1.73,26.1,62.9,0.12,0.17,116.35,58.06,3,Q3,-21.129999999999995,High,3.375122527773809,Sprinkler,3.0001190054885605
ENT4480,South,Small,627.28,383.48,134.18,1.8,29.4,246.0,0.62,0.96,100.88,58.34,4,Q4,243.79999999999995,High,3.302373714560328,Drip,4.648589121471268
ENT4481,North,Medium,775.27,329.13,28.76,1.16,30.6,285.5,0.17,0.23,82.18,44.63,2,Q1,446.14,Medium,5.196832153814137,Rainfed,7.1864288892488055
ENT4482,West,Small,424.06,373.47,27.54,1.4,30.7,123.1,0.84,0.49,90.51,48.76,3,Q1,50.589999999999975,High,2.8869593500737563,Drip,6.0898443014766315
ENT4483,South,Small,525.39,429.38,233.2,1.43,16.7,209.3,0.27,0.98,104.21,43.85,1,Q4,96.01,High,3.2138871048393995,Sprinkler,3.306604473229309
ENT4484,West,Medium,387.11,411.79,135.53,0.97,29.4,155.4,0.04,0.91,125.84,54.06,2,Q1,-24.680000000000007,Medium,13.131821472844612,Drip,5.008092870396185
ENT4485,East,Large,755.03,512.18,257.39,0.93,22.8,33.6,0.45,0.66,54.06,39.91,1,Q3,242.85,High,46.291911444575064,Drip,4.367894829550395
ENT4486,East,Large,623.72,476.3,172.42,0.45,27.3,105.0,1.0,0.37,102.06,38.54,4,Q4,147.42000000000002,Medium,32.381833492211,Rainfed,5.456364590522359
ENT4487,West,Medium,376.3,510.65,185.62,0.83,23.8,49.1,0.81,0.7,97.07,45.2,1,Q1,-134.34999999999997,High,14.092650434553407,Canal,2.425443968650828
ENT4488,South,Medium,184.65,535.34,280.26,1.98,23.9,202.1,0.57,0.46,105.54,28.88,4,Q3,-350.69000000000005,High,10.121699559338872,Borewell,3.6708404786099624
ENT4489,South,Large,655.64,418.71,49.38,0.61,22.9,174.6,0.19,0.11,72.51,13.25,2,Q4,236.93,Low,46.03542341007462,Sprinkler,5.553914952577399
ENT4490,North,Large,414.13,485.36,162.91,1.55,29.8,10.1,0.12,0.8,118.28,53.59,1,Q3,-71.23000000000002,High,20.931334811095383,Sprinkler,4.435429748051444
ENT4491,East,Large,626.41,433.57,17.44,0.21,25.2,18.5,0.84,0.87,99.6,54.46,2,Q4,192.84,Medium,31.562526047133677,Sprinkler,7.099502149922291
ENT4492,North,Large,544.05,532.68,107.68,0.99,24.8,78.2,0.79,0.41,94.72,39.89,4,Q3,11.370000000000005,Medium,48.99536795999909,Borewell,5.586672492397476
ENT4493,North,Large,224.86,224.51,44.43,0.21,24.3,223.5,0.46,0.67,107.94,48.09,2,Q1,0.3500000000000227,Low,28.032820438001096,Canal,4.153919612568376
ENT4494,West,Medium,378.98,368.44,56.35,1.0,28.9,38.1,0.42,0.03,106.49,64.51,4,Q4,10.54000000000002,Medium,14.18193158461703,Drip,6.315643691220936
